weeklyQuota,retailer,monthlyQuota,country,id,name
15,Target,60,US,storeLists-StandardHousehold-204-1cmzn,Standard (Household)
2,Family Dollar,8,US,storeLists-StandardHousehold-204-2f0t1,Standard (Household)
5,Sam's Club,20,US,storeLists-StandardHousehold-204-42gl1,Standard (Household)
5,CVS,20,US,storeLists-StandardHousehold-204-46kmh,Standard (Household)
15,Walmart,60,US,storeLists-StandardHousehold-204-5effw,Standard (Household)
10,Albertsons (all banners),40,US,storeLists-StandardHousehold-204-bwflo,Standard (Household)
2,BJ's,8,US,storeLists-StandardHousehold-204-c5k7x,Standard (Household)
4,Publix,16,US,storeLists-StandardHousehold-204-eb0ye,Standard (Household)
10,Ahold,40,US,storeLists-StandardHousehold-204-jrih1,Standard (Household)
5,Walgreens,20,US,storeLists-StandardHousehold-204-ln8nj,Standard (Household)
2,HEB,8,US,storeLists-StandardHousehold-204-nehf9,Standard (Household)
10,Costco,40,US,storeLists-StandardHousehold-204-qykpm,Standard (Household)
10,Kroger,40,US,storeLists-StandardHousehold-204-sa30g,Standard (Household)
1,Dollarama ON,4,CA,storeLists-StandardHousehold-205-08sp1,Standard (Household)
1,Independent (YIG) WEST,4,CA,storeLists-StandardHousehold-205-0a3mq,Standard (Household)
1,Dominion,4,CA,storeLists-StandardHousehold-205-0d76v,Standard (Household)
2,Metro Plus QC,8,CA,storeLists-StandardHousehold-205-0hsgy,Standard (Household)
1,Shoppers Drug Mart  QC,4,CA,storeLists-StandardHousehold-205-0j1jt,Standard (Household)
1,Dollarama ATL,4,CA,storeLists-StandardHousehold-205-1741v,Standard (Household)
1,Giant Tiger QC,4,CA,storeLists-StandardHousehold-205-1nvxb,Standard (Household)
2,IGA Extra QC,8,CA,storeLists-StandardHousehold-205-4650l,Standard (Household)
1,Giant Tiger ATL,4,CA,storeLists-StandardHousehold-205-5znno,Standard (Household)
2,Real Canadian Superstore ON,8,CA,storeLists-StandardHousehold-205-7fhgf,Standard (Household)
2,Real Canadian Superstore WEST,8,CA,storeLists-StandardHousehold-205-98a7h,Standard (Household)
1,Dollarama WEST,4,CA,storeLists-StandardHousehold-205-b3hci,Standard (Household)
2,Loblaws,8,CA,storeLists-StandardHousehold-205-d6xdx,Standard (Household)
1,Shoppers Drug Mart ATL,4,CA,storeLists-StandardHousehold-205-dm0sr,Standard (Household)
2,Maxi,8,CA,storeLists-StandardHousehold-205-evwdz,Standard (Household)
1,Calgary Co-op,4,CA,storeLists-StandardHousehold-205-ez3bl,Standard (Household)
1,Longo's,4,CA,storeLists-StandardHousehold-205-gep82,Standard (Household)
1,Nofrills ATL,4,CA,storeLists-StandardHousehold-205-juobb,Standard (Household)
1,Shoppers Drug Mart  ON,4,CA,storeLists-StandardHousehold-205-kl3pi,Standard (Household)
1,Canadian Tire ATL,4,CA,storeLists-StandardHousehold-205-kx6fv,Standard (Household)
1,Giant Tiger WEST,4,CA,storeLists-StandardHousehold-205-n0jhs,Standard (Household)
2,Real Atlantic Superstore,8,CA,storeLists-StandardHousehold-205-nwer9,Standard (Household)
1,Fresh Co. WEST,4,CA,storeLists-StandardHousehold-205-ohd2o,Standard (Household)
1,Fresh Co. ON,4,CA,storeLists-StandardHousehold-205-p0x7w,Standard (Household)
1,Foodland ON,4,CA,storeLists-StandardHousehold-205-p2j0c,Standard (Household)
1,Provigo,4,CA,storeLists-StandardHousehold-205-piugo,Standard (Household)
1,Dollarama QC,4,CA,storeLists-StandardHousehold-205-q134i,Standard (Household)
2,Nofrills ON,8,CA,storeLists-StandardHousehold-205-qg1xv,Standard (Household)
1,Canadian Tire QC,4,CA,storeLists-StandardHousehold-205-qvqoj,Standard (Household)
2,Independent (YIG) ON,8,CA,storeLists-StandardHousehold-205-r1a0d,Standard (Household)
1,Giant Tiger ON,4,CA,storeLists-StandardHousehold-205-rt7uc,Standard (Household)
1,Canadian Tire ON,4,CA,storeLists-StandardHousehold-205-s99xt,Standard (Household)
2,Metro ON,8,CA,storeLists-StandardHousehold-205-tywf0,Standard (Household)
1,Federated Co-op,4,CA,storeLists-StandardHousehold-205-uepa9,Standard (Household)
1,Food Basics,4,CA,storeLists-StandardHousehold-205-w0l00,Standard (Household)
1,Canadian Tire WEST,4,CA,storeLists-StandardHousehold-205-w9dqq,Standard (Household)
1,Save On Foods,4,CA,storeLists-StandardHousehold-205-we2t5,Standard (Household)
2,Nofrills WEST,8,CA,storeLists-StandardHousehold-205-xam9f,Standard (Household)
1,Fortinos,4,CA,storeLists-StandardHousehold-205-z3dn1,Standard (Household)
2,Safeway,8,CA,storeLists-StandardHousehold-205-z7c4e,Standard (Household)
2,Walmart ATL,8,CA,storeLists-StandardHousehold-2139-4c1ns,Standard (Household)
1,Super C,4,CA,storeLists-StandardHousehold-2139-7qmrv,Standard (Household)
2,Sobeys WEST,8,CA,storeLists-StandardHousehold-2139-968u0,Standard (Household)
1,Thrifty Foods,4,CA,storeLists-StandardHousehold-2139-cnalc,Standard (Household)
1,Shoppers Drug Mart  WEST,4,CA,storeLists-StandardHousehold-2139-do14q,Standard (Household)
2,Sobeys ON,8,CA,storeLists-StandardHousehold-2139-k87vp,Standard (Household)
2,Sobeys ATL,8,CA,storeLists-StandardHousehold-2139-muxix,Standard (Household)
3,Walmart ON,12,CA,storeLists-StandardHousehold-2139-wz88q,Standard (Household)
2,Walmart WEST,8,CA,storeLists-StandardHousehold-2139-x1zcl,Standard (Household)
2,Walmart QC,8,CA,storeLists-StandardHousehold-2139-z6ph6,Standard (Household)
5,Binny’s Beverage Depot,20,US,storeLists-1762190333428-lqm70e7,Standard Wine
13.5,Kroger,52,US,storeLists-StandardWine-200-1f0s0,Standard Wine
10,Total Wine & More,40,US,storeLists-StandardWine-200-33z9d,Standard Wine
12,Walmart,48,US,storeLists-StandardWine-200-7vutf,Standard Wine
3,"Spec’s Wines, Spirits & Finer Foods",12,US,storeLists-StandardWine-200-bzl0m,Standard Wine
15,Costco,60,US,storeLists-StandardWine-200-ih83j,Standard Wine
10,BenMo!,40,US,storeLists-StandardWine-200-ky3qw,Standard Wine
5,Publix,20,US,storeLists-StandardWine-200-mtc9l,Standard Wine
2,H-E-B,8,US,storeLists-StandardWine-200-p6w47,Standard Wine
10,Albertsons,40,US,storeLists-StandardWine-200-p91li,Standard Wine
7,ABC Fine Wine & Spirits,28,US,storeLists-StandardWine-200-qv3yr,Standard Wine
5,Trader Joe's,20,US,storeLists-StandardWine-200-wo3mc,Standard Wine
3,Aldi,12,US,storeLists-StandardWine-200-zxibj,Standard Wine
6,Lidl,24,UK,storeLists-UKStandardMix-202-45p3s,UK - Standard Mix
6,Boots,12,UK,storeLists-UKStandardMix-202-6i5lj,UK - Standard Mix
10,Sainsbury’s,40,UK,storeLists-UKStandardMix-202-851oq,UK - Standard Mix
6,Aldi,24,UK,storeLists-UKStandardMix-202-h8ebg,UK - Standard Mix
5,Asda,20,UK,storeLists-UKStandardMix-202-i2mo9,UK - Standard Mix
10,Tesco,40,UK,storeLists-UKStandardMix-202-lz9t8,UK - Standard Mix
5,Waitrose,20,UK,storeLists-UKStandardMix-202-pxuwn,UK - Standard Mix
5,Morrisons,20,UK,storeLists-UKStandardMix-202-s21aw,UK - Standard Mix
1,Liquor Barn,4,US,storeLists-WineRegionalIndependentChains-198-jliz7,Wine - Regional/Independent Chains
1,Payless Liquors,4,US,storeLists-WineRegionalIndependentChains-200-0ld0a,Wine - Regional/Independent Chains
4,ABC Fine Wine & Spirits,16,US,storeLists-WineRegionalIndependentChains-200-0xmx0,Wine - Regional/Independent Chains
4,Woodman's,16,US,storeLists-WineRegionalIndependentChains-200-77inm,Wine - Regional/Independent Chains
4,Fareway,16,US,storeLists-WineRegionalIndependentChains-200-7977a,Wine - Regional/Independent Chains
1,CAP-N-CORK,4,US,storeLists-WineRegionalIndependentChains-200-9aa4c,Wine - Regional/Independent Chains
1,Macadoodles,4,US,storeLists-WineRegionalIndependentChains-200-9csjl,Wine - Regional/Independent Chains
4,Twin Liquors,16,US,storeLists-WineRegionalIndependentChains-200-bd7vp,Wine - Regional/Independent Chains
4,Binny's Beverage Depot,16,US,storeLists-WineRegionalIndependentChains-200-e8a8j,Wine - Regional/Independent Chains
4,Cash Wise,16,US,storeLists-WineRegionalIndependentChains-200-g15jq,Wine - Regional/Independent Chains
4,BIG RED LIQUORS,16,US,storeLists-WineRegionalIndependentChains-200-l2dol,Wine - Regional/Independent Chains
4,"Spec's Wines, Spirits & Finer Foods",16,US,storeLists-WineRegionalIndependentChains-200-lbcqz,Wine - Regional/Independent Chains
4,Buy-Rite Liquors,16,US,storeLists-WineRegionalIndependentChains-200-niyiw,Wine - Regional/Independent Chains
4,Crown Liquors,16,US,storeLists-WineRegionalIndependentChains-200-prsfe,Wine - Regional/Independent Chains
1,MGM Wine & Spirits,4,US,storeLists-WineRegionalIndependentChains-200-rxlyi,Wine - Regional/Independent Chains
4,Lee's Discount Liquor,16,US,storeLists-WineRegionalIndependentChains-200-tlc59,Wine - Regional/Independent Chains
1,Goody Goody Liquor,4,US,storeLists-WineRegionalIndependentChains-200-tzv85,Wine - Regional/Independent Chains
